"add_Trait1","add_Trait2","dom_Trait1","dom_Trait2"
-0.00454584354452531,-0.000281789408511214,0.0162023864678853,-0.00385309336657175
0.0102851564710971,0.00201266584879007,0.0255625059938489,0.0130484889693751
0.0190829221514696,-0.0179865281840825,0.0149030449247703,0.00304563592550595
0.0314361492473578,-0.0140360847935034,-0.00827297808658818,-0.000925467901839535
0.00646503473825837,-0.00535448615550948,0.000776574360373497,-0.000820991643616162
-0.0108452644136724,0.00484958585303413,0.000327046913980374,-0.00946670187583655
0.0113771163540518,0.0038199650297598,-0.0135810837368627,-0.00293240280929305
-0.0467724162686148,0.0182626025786609,0.0356770011268265,-0.012885304713186
-0.00148656948543235,0.00347434814126626,0.00686939000223294,-0.00385581430711686
0.0018254576825031,0.000679441282719249,0.010074873911614,-0.00330357253002813
-0.00847122131587991,-0.00664341284928764,-0.0332034373221405,0.0315364352102293
0.00494030524664242,-0.00447873838010689,-0.00305678290547795,0.0121668742708257
0.0100524246741104,0.00782209514886285,-0.0354669851139537,0.0180093338999971
-0.0054994805931295,0.00253210090871706,0.0322533991628665,-0.00488402952935787
-0.000548771740082842,-0.00237991202180556,-0.0115694029460575,-0.00181994522476572
-0.00274483595129355,0.00108172676993699,-0.00101620967654516,0.0030915878935059
-0.000594053766482448,-0.00254486910923259,-0.00701477353195591,0.000991617461679725
-0.00554584896438823,-0.00211346187016593,0.000568233903573877,-0.012525723845875
0.0315945009666029,-0.0011407320345127,0.0860143050406613,-0.0226515975337991
-0.00653719121484459,0.00488310837681797,0.0115874223530276,-0.0139363579971352
-0.0125998654545193,-0.00157379958260942,0.00480430104250293,0.0108097419251738
0.00267901664023568,-0.00846199279174403,-0.0147857543401365,0.0101820642961272
0.00512721367231251,-0.00556754904840639,0.0143096989483915,-0.0116145948467098
-0.00584011916014728,-0.00419269045821932,0.000551125445120558,-0.00845810596210867
0.00154142423141507,-0.00720007695999381,0.00172637585175426,-0.0066348096530672
0.0023311659432016,-0.00498820025818381,-0.00251569345160316,-0.00898897299519045
0.0029177967857853,0.00270514389765258,-0.0125870172231374,-0.00984868520659336
0.00606492269628443,-0.00651102433922415,0.00160863137081007,-0.00882918461989058
0.0186441908673356,-0.0123798279267227,0.0230609850718808,0.00770206445077905
0.000816118244494088,-0.00354530269099304,0.000488835080110945,0.0011855096311233
